Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
good	Fixed	2013	San Francisco, CA, USA	x	Marketplace	Individuals	Legal Service Using Tech	The easiest way to fix a parking ticket.	http://www.getfixed.me/	https://twitter.com/GetFixedMe	https://angel.co/fixed	http://www.crunchbase.com/organization/fixed-parking-tickets	https://www.linkedin.com/company/fixed	n/a	find-a-lawyer, mobile, app, parking tickets	inactive
O	FormSwift			x												
B	Foundation Software Group	2011	Evergreen, Colorado, United States	x	Practice Management	n/a	n/a	Foundation Software Group is a developer of next-generation software for large law firms.	https://www.foundationsg.com	https://twitter.com/foundationsg?lang=en	n/a	https://www.crunchbase.com/organization/foundation-software-group	https://www.linkedin.com/company/foundation-software-group	https://www.facebook.com/pages/Foundation-Software-Group/566394090390173	Information Services, Information Technology, Legal, Legal Tech, Professional Services, Software	active
B	Foxwordy Inc.	2012	Palo Alto, CA, USA	x	Marketplace	Service Providers	Legal Service Using Tech	Foxwordy is the enterprise social collaboration platform for the legal industry. The legal industry is being transformed by increased connectivity and an emphasis on efficiency. Foxwordy is the vital digital collaboration network legal professionals need to meet the industry’s evolving standards. Foxwordy is designed to help legal professionals get more work done, faster.  Foxwordy leverages a suite of breakthrough features including: Anonymity for private conversations with colleagues; Teams for grouping colleagues around specific subjects; and Clause Collaboration for sharing and editing clauses in real-time. Foxwordy’s secure, cloud-based collaboration platform is designed for law departments, law firms, legal associations, law schools and other legal industry organizations to realize the benefits of collaboration with their internal and external colleagues.	https://www.foxwordy.com	https://twitter.com/foxwordyinc	https://angel.co/foxwordy-inc	http://www.crunchbase.com/organization/foxwordy	n/a	n/a	web, find-a-lawyer, social network	active
good	Free Law Project	2010	Berkeley, California, United States	x	Marketplace	n/a	n/a	Free Law Project provides free access to legal materials, develops legal research tools, and supports academic research on legal corpora.	https://www.free.law	https://twitter.com/FreeLawProject	n/a	https://www.crunchbase.com/organization/free-law-project	https://www.linkedin.com/company/free-law-project	n/a	Consulting, Document Management, Education, Information Services, Legal, Legal Tech	active
good	Free Legal Aid	n/a	San Diego, California, United States	x	Legal Education	n/a	n/a	Free Legal Aid is creating a website focused on giving free legal information to the public.	https://www.freelegalaid.com	n/a	n/a	https://www.crunchbase.com/organization/free-legal-aid	n/a	https://www.facebook.com/Free.Legal.Aid/	Commercial, Legal, Legal Tech	active
good	FreelanceLaw	2009	San Diego, CA, USA	x	Marketplace	Service Providers	Legal Service Using Tech	Connecting law firms to legal professionals	http://www.freelancelaw.com/	https://twitter.com/freelancelaw	n/a	n/a	https://www.linkedin.com/company/freelancelaw-inc./	https://www.facebook.com/FreelanceLawcom-181846861356/	recruiting	active
B	FreeWill	2017	Palo Alto, California, United States	x	Document Automation	n/a	n/a	FreeWill is an online service that provides legal forms and legal information.	https://www.freewill.com	n/a	https://angel.co/company/freewill-co	https://www.crunchbase.com/organization/freewill	https://www.linkedin.com/company/freewill/	https://www.facebook.com/FreeWillHQ/	Information Services, Legal Tech, Social	active
good	Fucitech.com	2019	New York, NY	x	Document Automation	n/a	n/a	We are starting our quest for general artificial intelligence by designing a model that will help in-house lawyers assess risk. Our proprietary software (still in development) structures all legal information on the federal level and ties it to unique risk factors of our clients. This empowers in-house attorneys to see issues quicker or that were once hidden and expands their knowledge base to address these issues by giving them transparent and well structured access to the rules that govern their clients actions. We seek to empower the generalist to dive deeper into any practice area quickly and effectively so they can reduce their reliance on outside sources and craft unique solutions.	http://www.fucitech.com	n/a	n/a	n/a	n/a	n/a	nlp	active
good	Gadfly Legal Technologies	2014	Boston, Massachusetts, United States	x	Document Automation	n/a	n/a	Gadfly is the developer of LeasePilot which accelerates and simplifies the commercial lease drafting workflow.	http://www.gadflylt.com/	n/a	https://angel.co/company/gadfly-legal-technologies	https://www.crunchbase.com/organization/gadfly-legal-technologies	https://www.linkedin.com/jobs/view/senior-software-engineer-at-gadfly-legal-technologies-188359100	n/a	Legal, Legal Tech, Software	inactive
dead	Get Lawyer App	2014	New York, NY, USA	x	Marketplace	n/a	n/a	GetLawyer App's vision is to enable people to fulfill their legal rights in a smart, simple and fair way by using technology and crowd wisdom.	n/a	n/a	https://angel.co/company/get-lawyer-app	https://www.crunchbase.com/organization/get-lawyer-app	n/a	https://www.facebook.com/TheLawyerApp	n/a	inactive
dead	Get Legal Counsel	2014	Los Angeles, California, United States	x	Marketplace	n/a	n/a	Get Legal Counsel turns legal advice into flat-fee products.	https://www.getlegalcounsel.com	n/a	n/a	https://www.crunchbase.com/organization/get-legal-counsel	https://www.linkedin.com/jobs/legal-counsel-jobs	n/a	Advice, Legal, Legal Tech	inactive
dead	Get20	2015	Chicago	x	Marketplace	n/a	n/a	On-Demand Legal Advice	http://www.get20.com	n/a	https://angel.co/company/get20	https://www.crunchbase.com/organization/get20	https://www.linkedin.com/company/get20/	https://www.facebook.com/justget20/	n/a	inactive
B	GoldFynch	2016	Iowa City, Iowa, United States	x	E-Discovery	n/a	n/a	GoldFynch to solve a pressing need in the legal world.	https://goldfynch.com/	@mazira	https://angel.co/company/goldfinch-bio	https://www.crunchbase.com/organization/goldfynch	https://www.linkedin.com/company/mazira/	https://www.facebook.com/Mazira-216219471762517/	Ediscovery, Information Technology, Legal, Legal Tech, Software	active
good	GoodCall	n/a	Brooklyn, New York, United States	x	Marketplace	n/a	n/a	GoodCall operates a consumer-focused Website to provide information needed to make educated financial decisions.	https://www.goodcall.com/scholarships/search/	https://twitter.com/GoodCallNYC	https://angel.co/company/goodcall	https://www.crunchbase.com/organization/goodcall-9748	https://www.linkedin.com/company/good-call-nyc	https://www.facebook.com/goodcallnyc/	Information Technology, Law Enforcement, Legal, Legal Tech, Professional Services	active
dead	GPSOX	2015	Saint Louis	x	E-Discovery	n/a	n/a	GPSOX lets the 560,500 solo and small firm attorneys seek and advice from other attorneys in a safe, attorney-only environment.	https://gpsox.com	n/a	n/a	https://www.crunchbase.com/organization/gpsox	n/a	https://www.facebook.com/gpsox?_rdr	n/a	inactive
O	Headnote			x												
O- add	Hello Divorce			x												
good	Herculex.ai	2016	New York, NY	x	Marketplace	n/a	Legal Tech	Herculex.ai is a lawbot built for entrepreneurs and startups to provide general legal information. It matches user's needs with optimal automated legal services and/or other legal service providers. Most popular inqueries involve startups and incorporation.	https://herculex.ai	https://twitter.com/herculexai	https://angel.co/herculex-ai	https://www.crunchbase.com/organization/herculex-ai	https://www.linkedin.com/company/herculex-ai	https://www.facebook.com/pages/Herculex-AI/1195494693816646	legal search engine, incorporation, forms, start-ups, documents	active
B	Heureka	2014	Cleveland, OH, USA	x	Practice Management	n/a	n/a	Gain unparalleled visibility and access into unstructured data throughout your network. Heureka gives organizations the ability to extract intelligence from dark data. Perfect for legal, regulatory, compliance and cybersecurity applications.	http://www.heurekasoftware.com/	n/a	https://angel.co/company/heurekasoftware	https://www.crunchbase.com/organization/heureka-software-llc	https://www.linkedin.com/company/heureka	https://www.facebook.com/Heurekasoftware/	n/a	active
B	Hire an Esquire	2011	Philadelphia, PA, USA	x	Marketplace	Service Providers	Legal Service Using Tech	Legal Staffing Redefined Online	https://www.hireanesquire.com	https://twitter.com/HireAnEsquire	https://angel.co/hire-an-esquire-1	http://www.crunchbase.com/organization/hire-an-esquire	https://www.linkedin.com/company/hire-an-esquire	https://www.facebook.com/HireAnEsquire/	web, recruiting	active
